field_100013_f,isPotionDurationMax
field_147625_i,framebufferColor
field_147635_d,logger
field_147636_j,mipmapLevels
field_147638_c,logger
field_147639_c,logger
field_147643_d,threadDownloadCounter
field_147644_c,logger
field_147646_a,logger
field_147648_b,logger
field_147658_f,zPosF
field_147659_g,repeat
field_147660_d,xPosF
field_147661_e,yPosF
field_147662_b,volume
field_147663_c,pitch
field_147664_a,positionedSoundLocation
field_147665_h,repeatDelay
field_147666_i,attenuationType
field_147668_j,donePlaying
field_147669_l,distance
field_147670_k,minecart
field_147671_l,minecart
field_147672_k,player
field_147676_d,timeUntilNextMusic
field_147677_b,mc
field_147678_c,currentMusic
field_147679_a,rand
field_147694_f,sndManager
field_147695_g,mcResourceManager
field_147696_d,TYPE
field_147697_e,sndRegistry
field_147698_b,logger
field_147699_c,GSON
field_147700_a,missing_sound
field_147707_d,theShaderGroup
field_147708_e,shaderCount
field_147709_v,theMapItemRenderer
field_147710_q,logger
field_147711_ac,resourceManager
field_147712_ad,shaderResourceLocations
field_147713_ae,shaderIndex
field_147716_d,enderChest
field_147719_a,instance
field_147917_g,mc
field_147923_a,logger
field_147941_i,pointedEntity
field_147957_g,mipmapBuffer
field_147959_c,logger
field_147967_a,logger
field_147968_d,mipmapLevelHolder
field_147971_a,mipmapLevelStitcher
field_147997_f,shaderSamplers
field_147998_g,samplerNames
field_147999_d,currentProgram
field_148001_b,defaultShaderUniform
field_148002_c,staticShaderManager
field_148003_a,logger
field_148004_n,useFaceCulling
field_148005_o,isDirty
field_148006_l,program
field_148007_m,programFilename
field_148008_j,shaderUniformLocations
field_148009_k,mappedShaderUniforms
field_148010_h,shaderSamplerLocations
field_148011_i,shaderUniforms
field_148012_t,fragmentShaderLoader
field_148013_s,vertexShaderLoader
field_148014_r,attributes
field_148015_q,attribLocations
field_148029_f,listFramebuffers
field_148030_g,projectionMatrix
field_148031_d,listShaders
field_148032_e,mapFramebuffers
field_148033_b,resourceManager
field_148034_c,shaderGroupName
field_148035_a,mainFramebuffer
field_148038_h,mainFramebufferWidth
field_148039_i,mainFramebufferHeight
field_148046_f,listAuxWidths
field_148047_g,listAuxHeights
field_148048_d,listAuxFramebuffers
field_148049_e,listAuxNames
field_148050_b,framebufferOut
field_148051_c,manager
field_148052_a,framebufferIn
field_148053_h,projectionMatrix
field_148058_d,shaderAttachCount
field_148059_b,shaderFilename
field_148060_c,shader
field_148061_a,shaderType
field_148067_f,loadedShaders
field_148069_d,shaderExtension
field_148070_e,shaderMode
field_148072_c,shaderName
field_148079_b,staticShaderLinkHelper
field_148080_a,logger
field_148098_f,uniformFloatBuffer
field_148099_g,shaderName
field_148100_d,uniformType
field_148101_e,uniformIntBuffer
field_148102_b,uniformLocation
field_148103_c,uniformCount
field_148104_a,logger
field_148105_h,dirty
field_148106_i,shaderManager
field_148149_f,slotHeight
field_148150_g,mouseX
field_148151_d,right
field_148152_e,left
field_148153_b,top
field_148154_c,bottom
field_148155_a,width
field_148156_n,scrollDownButtonID
field_148157_o,initialClickY
field_148158_l,height
field_148159_m,scrollUpButtonID
field_148160_j,headerPadding
field_148161_k,mc
field_148162_h,mouseY
field_148164_v,enabled
field_148165_u,hasListHeader
field_148166_t,showSelectionBox
field_148167_s,lastClicked
field_148168_r,selectedElement
field_148169_q,amountScrolled
field_148170_p,scrollMultiplier
field_148176_l,langCodeList
field_148177_m,languageMap
field_148188_n,maxListLabelWidth
field_148189_l,mc
field_148190_m,listEntries
field_148196_n,lanScanEntry
field_148197_o,selectedSlotIndex
field_148198_l,serverListInternet
field_148199_m,serverListLan
field_148200_k,owner
field_148205_k,mc
field_148216_n,statSorter
field_148219_m,statsHolder
field_148240_d,location
field_148241_e,mapTextureData
field_148242_b,mapData
field_148243_c,mapTexture
field_148251_b,textureManager
field_148252_c,loadedMaps
field_148253_a,mapIcons
field_148257_b,playerID
field_148258_c,token
field_148261_a,logger
field_148270_M,valueStep
field_148271_N,valueMin
field_148272_O,valueMax
field_148280_d,btnChangeKeyBinding
field_148281_e,btnReset
field_148282_b,keybinding
field_148283_c,keyDesc
field_148285_b,labelText
field_148286_c,labelWidth
field_148288_a,mc
field_148293_a,mc
field_148300_d,mc
field_148301_e,server
field_148303_c,owner
field_148304_a,logger
field_148306_i,serverIcon
field_148315_b,resourcePacksGUI
field_148316_c,RESOURCE_PACKS_TEXTURE
field_148317_a,mc
field_148321_e,resourcePackIcon
field_148322_c,logger
field_148326_f,logger
field_148330_a,itemList
field_148332_b,slot
field_148336_b,rand
field_148337_c,namePartsArray
field_148338_a,instance
field_148532_f,resourcePackInstance
field_148534_e,dirServerResourcepacks
field_148536_c,listMipmaps
field_148546_d,logger
field_148547_k,playerStatFiles
field_148550_b,logger
field_148564_f,streaming
field_148565_d,weight
field_148566_e,type
field_148567_b,volume
field_148568_c,pitch
field_148569_a,name
field_148575_b,replaceExisting
field_148576_c,category
field_148577_a,soundList
field_148589_c,type
field_148617_f,loaded
field_148618_g,playTime
field_148619_d,options
field_148620_e,sndSystem
field_148621_b,logger
field_148622_c,sndHandler
field_148623_a,LOG_MARKER
field_148624_n,playingSoundsStopTime
field_148625_l,tickableSounds
field_148626_m,delayedSounds
field_148627_j,playingSoundPoolEntries
field_148628_k,categorySounds
field_148629_h,playingSounds
field_148630_i,invPlayingSounds
field_148643_j,maxDelay
field_148645_h,musicLocation
field_148646_i,minDelay
field_148653_d,volume
field_148654_b,streamingSound
field_148655_c,pitch
field_148656_a,location
field_148657_b,logger
field_148731_f,eventVolume
field_148732_d,category
field_148733_e,eventPitch
field_148734_b,rnd
field_148735_c,soundLocation
field_148736_a,soundPool
field_148738_b,weight
field_148739_a,entry
field_148743_a,logger
field_148748_b,objectList
field_148749_a,identityMap
field_148758_b,inverseObjectRegistry
field_148759_a,underlyingIntegerMap
field_148760_d,defaultValueKey
field_148761_e,defaultValue
field_148764_a,soundRegistry
field_148823_f,framebufferSupported
field_148824_g,shadersSupported
field_148826_e,GL_STATIC_DRAW
field_148827_a,openGL21
field_148828_i,openGL14
field_148849_e,progress
field_148852_a,breakerId
field_148859_d,metadata
field_148860_e,nbt
field_148871_f,block
field_148872_d,instrument
field_148873_e,pitch
field_148883_d,blockState
field_148892_b,actionNumber
field_148894_a,windowId
field_148896_a,windowId
field_148904_f,entityId
field_148905_d,slotCount
field_148907_b,inventoryType
field_148908_c,windowTitle
field_148909_a,windowId
field_148913_b,itemStacks
field_148914_a,windowId
field_148919_a,chatComponent
field_148925_b,chunkPosCoord
field_148936_d,yaw
field_148937_e,pitch
field_148938_b,y
field_148939_c,z
field_148940_a,x
field_148951_f,yaw
field_148952_g,pitch
field_148953_d,y
field_148954_e,z
field_148956_c,x
field_148957_a,entityId
field_148959_h,currentItem
field_148960_i,watcher
field_148968_f,title
field_148973_a,entityID
field_148980_b,type
field_148981_a,entityId
field_148988_d,posZ
field_148989_e,xpValue
field_148990_b,posX
field_148991_c,posY
field_148992_a,entityID
field_149012_f,speedY
field_149013_g,speedZ
field_149014_d,z
field_149015_e,speedX
field_149016_b,x
field_149017_c,y
field_149018_a,entityId
field_149019_j,type
field_149021_h,pitch
field_149022_i,yaw
field_149036_f,velocityX
field_149037_g,velocityY
field_149038_d,y
field_149039_e,z
field_149040_b,type
field_149041_c,x
field_149042_a,entityId
field_149044_m,watcher
field_149045_j,pitch
field_149046_k,headPitch
field_149047_h,velocityZ
field_149048_i,yaw
field_149055_d,z
field_149056_e,type
field_149057_b,x
field_149058_c,y
field_149059_a,entityId
field_149068_f,pitch
field_149070_d,posZ
field_149071_e,yaw
field_149072_b,posX
field_149073_c,posY
field_149074_a,entityId
field_149078_b,effectId
field_149079_a,entityId
field_149085_d,worldType
field_149086_b,difficulty
field_149087_c,gameType
field_149088_a,dimensionID
field_149097_a,playerID
field_149100_a,entityIDs
field_149114_f,walkSpeed
field_149115_d,creativeMode
field_149116_e,flySpeed
field_149117_b,flying
field_149118_c,allowFlying
field_149119_a,invulnerable
field_149136_a,id
field_149140_b,state
field_149142_a,MESSAGE_NAMES
field_149154_d,strength
field_149155_e,affectedBlockPositions
field_149156_b,posY
field_149157_c,posZ
field_149158_a,posX
field_149163_b,logicOpcode
field_149164_a,entityId
field_149167_a,reason
field_149171_b,data
field_149172_a,channel
field_149177_b,slot
field_149178_c,item
field_149179_a,windowId
field_149184_b,varIndex
field_149185_c,varValue
field_149186_a,windowId
field_149191_a,mapId
field_149200_f,maxPlayers
field_149201_g,worldType
field_149202_d,dimension
field_149203_e,difficulty
field_149204_b,hardcoreMode
field_149205_c,gameType
field_149206_a,entityId
field_149214_f,soundPitch
field_149215_d,posZ
field_149216_e,soundVolume
field_149217_b,posX
field_149218_c,posY
field_149219_a,soundName
field_149230_f,yOffset
field_149231_g,zOffset
field_149232_d,zCoord
field_149233_e,xOffset
field_149234_b,xCoord
field_149235_c,yCoord
field_149237_h,particleSpeed
field_149238_i,particleCount
field_149246_f,serverWide
field_149249_b,soundData
field_149251_a,soundType
field_149264_b,zPositions
field_149266_a,xPositions
field_149267_h,isOverworld
field_149282_b,chunkZ
field_149284_a,chunkX
field_149290_a,clientTime
field_149293_a,clientTime
field_149296_b,response
field_149297_a,GSON
field_149301_b,verifyTokenEncrypted
field_149302_a,secretKeyEncrypted
field_149305_a,profile
field_149314_f,action
field_149315_g,friendlyFlags
field_149316_d,suffix
field_149317_e,players
field_149318_b,displayName
field_149319_c,prefix
field_149320_a,name
field_149326_d,action
field_149327_b,objective
field_149328_c,value
field_149329_a,name
field_149334_b,foodLevel
field_149335_c,saturationLevel
field_149336_a,health
field_149341_b,objectiveValue
field_149343_a,objectiveName
field_149349_d,lines
field_149356_b,entityId
field_149357_a,collectedItemEntityId
field_149368_b,worldTime
field_149369_a,totalWorldTime
field_149373_b,scoreName
field_149374_a,position
field_149379_a,entityId
field_149383_b,yaw
field_149384_a,entityId
field_149387_a,heldItemHotbarIndex
field_149392_b,equipmentSlot
field_149393_c,itemStack
field_149394_a,entityID
field_149399_b,totalExperience
field_149400_c,level
field_149406_b,entityId
field_149407_c,vehicleEntityId
field_149408_a,leash
field_149414_d,motionZ
field_149415_b,motionX
field_149416_c,motionY
field_149417_a,entityID
field_149420_a,message
field_149431_d,duration
field_149432_b,effectId
field_149433_c,amplifier
field_149434_a,entityId
field_149437_a,status
field_149440_a,message
field_149445_a,entityId
field_149453_f,pitch
field_149454_d,posZ
field_149455_e,yaw
field_149456_b,posX
field_149457_c,posY
field_149458_a,entityId
field_149461_a,key
field_149473_f,pitch
field_149474_g,onGround
field_149476_e,yaw
field_149477_b,y
field_149478_c,z
field_149479_a,x
field_149480_h,moving
field_149481_i,rotating
field_149495_f,walkSpeed
field_149496_d,creativeMode
field_149497_e,flySpeed
field_149498_b,flying
field_149499_c,allowFlying
field_149500_a,invulnerable
field_149508_e,status
field_149515_b,action
field_149516_c,auxData
field_149517_a,entityID
field_149526_d,enableColors
field_149528_b,view
field_149529_c,chatVisibility
field_149530_a,lang
field_149534_b,uid
field_149535_c,accepted
field_149536_a,windowId
field_149540_b,button
field_149541_a,windowId
field_149549_f,mode
field_149550_d,actionNumber
field_149551_e,clickedItem
field_149552_b,slotId
field_149553_c,usedButton
field_149554_a,windowId
field_149556_a,windowId
field_149561_c,data
field_149562_a,channel
field_149566_b,action
field_149567_a,entityId
field_149577_f,facingX
field_149578_g,facingY
field_149579_d,placedBlockDirection
field_149580_e,stack
field_149584_h,facingZ
field_149590_d,lines
field_149597_d,requestedState
field_149598_b,ip
field_149599_c,port
field_149600_a,protocolVersion
field_149602_a,profile
field_149605_a,reason
field_149610_b,publicKey
field_149611_c,verifyToken
field_149612_a,hashedServerId
field_149615_a,slotId
field_149621_d,sneaking
field_149622_b,forwardSpeed
field_149623_c,jumping
field_149624_a,strafeSpeed
field_149628_b,stack
field_149629_a,slotId
field_149632_a,matches
field_149754_D,minZ
field_149755_E,maxX
field_149756_F,maxY
field_149757_G,maxZ
field_149758_A,isBlockContainer
field_149759_B,minX
field_149760_C,minY
field_149762_H,stepSound
field_149763_I,blockParticleGravity
field_149764_J,blockMaterial
field_149765_K,slipperiness
field_149766_f,soundTypeWood
field_149767_g,soundTypeGravel
field_149769_e,soundTypeStone
field_149770_b,unlocalizedName
field_149771_c,blockRegistry
field_149772_a,displayOnCreativeTab
field_149773_n,soundTypeSnow
field_149774_o,soundTypeLadder
field_149775_l,soundTypeCloth
field_149776_m,soundTypeSand
field_149777_j,soundTypeMetal
field_149778_k,soundTypeGlass
field_149779_h,soundTypeGrass
field_149780_i,soundTypePiston
field_149781_w,blockResistance
field_149782_v,blockHardness
field_149783_u,useNeighborBrightness
field_149784_t,lightValue
field_149785_s,translucent
field_149786_r,lightOpacity
field_149787_q,fullBlock
field_149788_p,soundTypeAnvil
field_149789_z,needsRandomTick
field_149790_y,enableStats
field_149815_a,adjacentSourceBlocks
field_149832_M,fallInstantly
field_149848_b,flammabilities
field_149849_a,encouragements
field_149877_a,crop
field_149914_a,isRepeaterPowered
field_149932_b,isBurning
field_149934_M,keepInventory
field_149942_b,rand
field_149943_a,dispenseBehaviorRegistry
field_149947_P,dropBehavior
field_149956_a,chestType
field_149996_a,ignoreSimilarity
field_150047_a,wooden
field_150053_a,isPowered
field_150069_a,sensitivity
field_150082_a,isSticky
field_150099_b,canDrop
field_150112_b,toggles
field_150113_a,isOn
field_150121_P,fancyGraphics
field_150127_b,iconIndex
field_150128_a,surroundings
field_150149_b,modelBlock
field_150151_M,modelState
field_150152_N,hasRaytraced
field_150153_O,rayTracePass
field_150171_a,isOn
field_150179_b,blocksNeedingUpdate
field_150181_a,canProvidePower
field_150187_a,isOn
field_150243_f,strikethrough
field_150244_g,obfuscated
field_150245_d,italic
field_150246_e,underlined
field_150247_b,color
field_150248_c,bold
field_150249_a,parentStyle
field_150250_j,rootStyle
field_150251_h,chatClickEvent
field_150252_i,chatHoverEvent
field_150263_b,style
field_150264_a,siblings
field_150267_b,text
field_150274_f,syncLock
field_150275_g,lastTranslationUpdateTimeInMilliseconds
field_150276_d,key
field_150277_e,formatArgs
field_150278_b,children
field_150279_c,stringVariablePattern
field_150280_b,dataSize
field_150282_a,data
field_150317_a,logger
field_150318_D,golden_rail
field_150319_E,detector_rail
field_150320_F,sticky_piston
field_150321_G,web
field_150322_A,sandstone
field_150323_B,noteblock
field_150324_C,bed
field_150325_L,wool
field_150327_N,yellow_flower
field_150328_O,red_flower
field_150329_H,tallgrass
field_150330_I,deadbush
field_150331_J,piston
field_150332_K,piston_head
field_150333_U,stone_slab
field_150334_T,double_stone_slab
field_150335_W,tnt
field_150336_V,brick_block
field_150337_Q,red_mushroom
field_150338_P,brown_mushroom
field_150339_S,iron_block
field_150340_R,gold_block
field_150341_Y,mossy_cobblestone
field_150342_X,bookshelf
field_150343_Z,obsidian
field_150344_f,planks
field_150345_g,sapling
field_150346_d,dirt
field_150347_e,cobblestone
field_150348_b,stone
field_150349_c,grass
field_150350_a,air
field_150351_n,gravel
field_150352_o,gold_ore
field_150353_l,lava
field_150354_m,sand
field_150355_j,water
field_150356_k,flowing_lava
field_150357_h,bedrock
field_150358_i,flowing_water
field_150359_w,glass
field_150360_v,sponge
field_150361_u,leaves2
field_150362_t,leaves
field_150363_s,log2
field_150364_r,log
field_150365_q,coal_ore
field_150366_p,iron_ore
field_150367_z,dispenser
field_150368_y,lapis_block
field_150369_x,lapis_ore
field_150370_cb,quartz_stairs
field_150371_ca,quartz_block
field_150372_bz,sandstone_stairs
field_150373_bw,double_wooden_slab
field_150374_bv,lit_redstone_lamp
field_150375_by,cocoa
field_150376_bx,wooden_slab
field_150377_bs,end_stone
field_150378_br,end_portal_frame
field_150379_bu,redstone_lamp
field_150380_bt,dragon_egg
field_150381_bn,enchanting_table
field_150382_bo,brewing_stand
field_150383_bp,cauldron
field_150384_bq,end_portal
field_150385_bj,nether_brick
field_150386_bk,nether_brick_fence
field_150387_bl,nether_brick_stairs
field_150388_bm,nether_wart
field_150389_bf,brick_stairs
field_150390_bg,stone_brick_stairs
field_150391_bh,mycelium
field_150392_bi,waterlily
field_150393_bb,pumpkin_stem
field_150394_bc,melon_stem
field_150395_bd,vine
field_150397_co,stained_glass_pane
field_150398_cm,double_plant
field_150399_cn,stained_glass
field_150400_ck,acacia_stairs
field_150401_cl,dark_oak_stairs
field_150402_ci,coal_block
field_150403_cj,packed_ice
field_150404_cg,carpet
field_150405_ch,hardened_clay
field_150406_ce,stained_hardened_clay
field_150407_cf,hay_block
field_150408_cc,activator_rail
field_150409_cd,dropper
field_150410_aZ,glass_pane
field_150411_aY,iron_bars
field_150412_bA,emerald_ore
field_150413_aR,unpowered_repeater
field_150414_aQ,cake
field_150415_aT,trapdoor
field_150416_aS,powered_repeater
field_150417_aV,stonebrick
field_150418_aU,monster_egg
field_150419_aX,red_mushroom_block
field_150420_aW,brown_mushroom_block
field_150421_aI,jukebox
field_150423_aK,pumpkin
field_150424_aL,netherrack
field_150425_aM,soul_sand
field_150426_aN,glowstone
field_150427_aO,portal
field_150428_aP,lit_pumpkin
field_150429_aA,redstone_torch
field_150430_aB,stone_button
field_150431_aC,snow_layer
field_150432_aD,ice
field_150433_aE,snow
field_150434_aF,cactus
field_150435_aG,clay
field_150436_aH,reeds
field_150437_az,unlit_redstone_torch
field_150438_bZ,hopper
field_150439_ay,lit_redstone_ore
field_150440_ba,melon_block
field_150441_bU,unpowered_comparator
field_150442_at,lever
field_150443_bT,heavy_weighted_pressure_plate
field_150444_as,wall_sign
field_150445_bS,light_weighted_pressure_plate
field_150446_ar,stone_stairs
field_150447_bR,trapped_chest
field_150448_aq,rail
field_150449_bY,quartz_ore
field_150450_ax,redstone_ore
field_150451_bX,redstone_block
field_150452_aw,wooden_pressure_plate
field_150453_bW,daylight_detector
field_150454_av,iron_door
field_150455_bV,powered_comparator
field_150456_au,stone_pressure_plate
field_150457_bL,flower_pot
field_150458_ak,farmland
field_150459_bM,carrots
field_150460_al,furnace
field_150461_bJ,beacon
field_150462_ai,crafting_table
field_150463_bK,cobblestone_wall
field_150464_aj,wheat
field_150465_bP,skull
field_150467_bQ,anvil
field_150468_ap,ladder
field_150469_bN,potatoes
field_150470_am,lit_furnace
field_150471_bO,wooden_button
field_150472_an,standing_sign
field_150473_bD,tripwire
field_150474_ac,mob_spawner
field_150475_bE,emerald_block
field_150476_ad,oak_stairs
field_150477_bB,ender_chest
field_150478_aa,torch
field_150479_bC,tripwire_hook
field_150480_ab,fire
field_150481_bH,jungle_stairs
field_150482_ag,diamond_ore
field_150483_bI,command_block
field_150484_ah,diamond_block
field_150485_bF,spruce_stairs
field_150486_ae,chest
field_150487_bG,birch_stairs
field_150488_af,redstone_wire
field_150490_a,json
field_150493_b,jsonValue
field_150499_b,volume
field_150500_c,frequency
field_150501_a,soundName
field_150507_a,cipher
field_150509_a,decryptionCodec
field_150511_e,lastUpdateTimeInMilliseconds
field_150514_p,yellowFlowerGen
field_150517_a,block
field_150520_a,baseBlockRequired
field_150521_a,block
field_150527_b,woodMetadata
field_150528_a,leavesMetadata
field_150531_a,useExtraRandomHeight
field_150538_d,extraRandomHeight
field_150542_e,useBaseHeight
field_150552_a,flower
field_150554_b,basePathWidth
field_150555_a,block
field_150556_a,block
field_150574_L,jungleEdge
field_150575_M,deepOcean
field_150576_N,stoneBeach
field_150577_O,coldBeach
field_150578_U,megaTaiga
field_150579_T,coldTaigaHills
field_150580_W,extremeHillsPlus
field_150581_V,megaTaigaHills
field_150582_Q,birchForestHills
field_150583_P,birchForest
field_150584_S,coldTaiga
field_150585_R,roofedForest
field_150586_aC,logger
field_150587_Y,savannaPlateau
field_150588_X,savanna
field_150589_Z,mesa
field_150590_f,height_MidPlains
field_150591_g,height_LowHills
field_150592_d,height_DeepOceans
field_150593_e,height_LowPlains
field_150594_b,height_ShallowWaters
field_150595_c,height_Oceans
field_150596_a,height_Default
field_150597_n,explorationBiomesList
field_150598_l,height_LowIslands
field_150599_m,height_PartiallySubmerged
field_150600_j,height_Shores
field_150601_k,height_RockyWaters
field_150602_h,height_HighPlateaus
field_150603_i,height_MidHills
field_150605_ac,temperatureNoise
field_150607_aa,mesaPlateau_F
field_150608_ab,mesaPlateau
field_150611_aD,baseBiome
field_150656_f,isPowered
field_150660_b,world
field_150670_b,value
field_150671_a,action
field_150676_f,allowedInChat
field_150677_g,canonicalName
field_150679_e,nameMapping
field_150688_f,canonicalName
field_150690_d,nameMapping
field_150691_e,allowedInChat
field_150700_a,GSON
field_150703_b,value
field_150704_a,action
field_150710_d,enchantable
field_150711_b,returnStack
field_150712_c,maxDamagePercent
field_150735_g,logger
field_150738_b,logMarkerPackets
field_150739_c,attrKeyConnectionState
field_150740_a,logMarkerNetwork
field_150742_o,terminationReason
field_150743_l,socketAddress
field_150744_m,packetListener
field_150745_j,outboundPacketsQueue
field_150746_k,channel
field_150750_a,encryptionCodec
field_150761_f,STATES_BY_CLASS
field_150762_g,id
field_150764_e,STATES_BY_ID
field_150773_b,futureListeners
field_150774_a,packet
field_150776_b,variation
field_150777_a,rootHeight
field_150794_a,buf
field_150797_b,RECEIVED_PACKET_MARKER
field_150798_a,logger
field_150799_b,RECEIVED_PACKET_MARKER
field_150800_a,logger
field_150814_l,isLightPopulated
field_150816_i,chunkTileEntityMap
field_150817_t,logger
field_150828_b,fallbackTranslator
field_150844_d,time
field_150865_b,axis
field_150867_a,world
field_150875_a,statsData
field_150887_d,statsFile
field_150889_b,logger
field_150890_c,mcServer
field_150901_e,itemRegistry
field_150907_b,cooked
field_150908_b,crops
field_150914_c,effectiveBlocks
field_150915_c,EFFECTIVE_ON
field_150916_c,EFFECTIVE_ON
field_150917_c,EFFECTIVE_ON
field_150922_c,dyeColors
field_150925_a,crops
field_150928_b,RECORDS
field_150929_a,recordName
field_150933_b,material
field_150934_a,attackDamage
field_150935_a,block
field_150939_a,block
field_150940_b,leaves
field_150944_b,coloredBlock
field_150945_c,subtypeNames
field_150949_c,singleSlab
field_150957_c,objectiveCriteria
field_150961_L,exploreAllBiomes
field_150962_H,breedCow
field_150963_I,spawnWither
field_150964_J,killWither
field_150965_K,fullBeacon
field_150966_x,diamondsToYou
field_150980_f,meta
field_150981_g,unlocalizedName
field_150983_e,META_LOOKUP
field_150987_n,cookable
field_150989_l,cookedHealAmount
field_150990_m,cookedSaturationModifier
field_150991_j,uncookedHealAmount
field_150992_k,uncookedSaturationModifier
field_151002_e,item
field_151004_a,underlyingSet
field_151005_D,golden_pickaxe
field_151006_E,golden_axe
field_151007_F,string
field_151008_G,feather
field_151009_A,mushroom_stew
field_151010_B,golden_sword
field_151011_C,golden_shovel
field_151012_L,diamond_hoe
field_151013_M,golden_hoe
field_151014_N,wheat_seeds
field_151015_O,wheat
field_151016_H,gunpowder
field_151017_I,wooden_hoe
field_151018_J,stone_hoe
field_151019_K,iron_hoe
field_151020_U,chainmail_helmet
field_151021_T,leather_boots
field_151022_W,chainmail_leggings
field_151023_V,chainmail_chestplate
field_151024_Q,leather_helmet
field_151025_P,bread
field_151026_S,leather_leggings
field_151027_R,leather_chestplate
field_151028_Y,iron_helmet
field_151029_X,chainmail_boots
field_151030_Z,iron_chestplate
field_151031_f,bow
field_151032_g,arrow
field_151033_d,flint_and_steel
field_151034_e,apple
field_151035_b,iron_pickaxe
field_151036_c,iron_axe
field_151037_a,iron_shovel
field_151038_n,wooden_shovel
field_151039_o,wooden_pickaxe
field_151040_l,iron_sword
field_151041_m,wooden_sword
field_151042_j,iron_ingot
field_151043_k,gold_ingot
field_151044_h,coal
field_151045_i,diamond
field_151046_w,diamond_pickaxe
field_151047_v,diamond_shovel
field_151048_u,diamond_sword
field_151049_t,stone_axe
field_151050_s,stone_pickaxe
field_151051_r,stone_shovel
field_151052_q,stone_sword
field_151053_p,wooden_axe
field_151054_z,bowl
field_151055_y,stick
field_151056_x,diamond_axe
field_151057_cb,name_tag
field_151058_ca,lead
field_151059_bz,fire_charge
field_151060_bw,speckled_melon
field_151061_bv,ender_eye
field_151062_by,experience_bottle
field_151063_bx,spawn_egg
field_151064_bs,magma_cream
field_151065_br,blaze_powder
field_151066_bu,cauldron
field_151067_bt,brewing_stand
field_151068_bn,potionitem
field_151069_bo,glass_bottle
field_151070_bp,spider_eye
field_151071_bq,fermented_spider_eye
field_151072_bj,blaze_rod
field_151073_bk,ghast_tear
field_151074_bl,gold_nugget
field_151075_bm,nether_wart
field_151076_bf,chicken
field_151077_bg,cooked_chicken
field_151078_bh,rotten_flesh
field_151079_bi,ender_pearl
field_151080_bb,pumpkin_seeds
field_151081_bc,melon_seeds
field_151082_bd,beef
field_151083_be,cooked_beef
field_151084_co,record_wait
field_151085_cm,record_ward
field_151086_cn,record_11
field_151087_ck,record_stal
field_151088_cl,record_strad
field_151089_ci,record_mall
field_151090_cj,record_mellohi
field_151091_cg,record_chirp
field_151092_ch,record_far
field_151093_ce,record_cat
field_151094_cf,record_blocks
field_151095_cc,command_block_minecart
field_151096_cd,record_13
field_151097_aZ,shears
field_151098_aY,filled_map
field_151099_bA,writable_book
field_151100_aR,dye
field_151102_aT,sugar
field_151103_aS,bone
field_151104_aV,bed
field_151105_aU,cake
field_151106_aX,cookie
field_151107_aW,repeater
field_151108_aI,chest_minecart
field_151109_aJ,furnace_minecart
field_151110_aK,egg
field_151111_aL,compass
field_151112_aM,fishing_rod
field_151113_aN,clock
field_151114_aO,glowstone_dust
field_151115_aP,fish
field_151116_aA,leather
field_151117_aB,milk_bucket
field_151118_aC,brick
field_151119_aD,clay_ball
field_151120_aE,reeds
field_151121_aF,paper
field_151122_aG,book
field_151123_aH,slime_ball
field_151124_az,boat
field_151125_bZ,diamond_horse_armor
field_151126_ay,snowball
field_151127_ba,melon
field_151128_bU,quartz
field_151129_at,lava_bucket
field_151130_bT,netherbrick
field_151131_as,water_bucket
field_151132_bS,comparator
field_151133_ar,bucket
field_151134_bR,enchanted_book
field_151136_bY,golden_horse_armor
field_151137_ax,redstone
field_151138_bX,iron_horse_armor
field_151139_aw,iron_door
field_151140_bW,hopper_minecart
field_151141_av,saddle
field_151142_bV,tnt_minecart
field_151143_au,minecart
field_151144_bL,skull
field_151145_ak,flint
field_151146_bM,carrot_on_a_stick
field_151147_al,porkchop
field_151148_bJ,map
field_151149_ai,golden_leggings
field_151150_bK,golden_carrot
field_151151_aj,golden_boots
field_151152_bP,fireworks
field_151153_ao,golden_apple
field_151154_bQ,firework_charge
field_151155_ap,sign
field_151156_bN,nether_star
field_151157_am,cooked_porkchop
field_151158_bO,pumpkin_pie
field_151159_an,painting
field_151160_bD,item_frame
field_151161_ac,diamond_helmet
field_151162_bE,flower_pot
field_151163_ad,diamond_chestplate
field_151164_bB,written_book
field_151165_aa,iron_leggings
field_151166_bC,emerald
field_151167_ab,iron_boots
field_151168_bH,baked_potato
field_151169_ag,golden_helmet
field_151170_bI,poisonous_potato
field_151171_ah,golden_chestplate
field_151172_bF,carrot
field_151173_ae,diamond_leggings
field_151174_bG,potato
field_151175_af,diamond_boots
field_151183_A,junkFishedStat
field_151184_B,treasureFishedStat
field_151185_q,distanceByHorseStat
field_151186_x,animalsBredStat
field_151191_b,jsonSerializableValue
field_151192_a,integerValue
field_151227_b,logger
field_151228_a,downloadThreadsStarted
field_151234_b,logger
field_151242_b,multiplyDeBruijnBitPosition
field_151245_t,iconItemStack
field_151249_a,logger
field_151254_d,locationOfBlockChange
field_151257_b,networkSystem
field_151258_a,logger
field_151262_p,logger
field_151272_f,networkManagers
field_151273_d,mcServer
field_151274_e,endpoints
field_151275_b,logger
field_151276_c,eventLoops
field_151277_a,isAlive
field_151305_b,protocol
field_151306_a,name
field_151323_d,favicon
field_151324_b,playerCount
field_151325_c,protocolVersion
field_151326_a,serverMotd
field_151334_b,onlinePlayerCount
field_151335_c,players
