func_100011_g,getIsPotionDurationMax
func_150674_a,shouldAllowInChat
func_150684_a,getValueByCanonicalName
func_150685_b,getCanonicalName
func_150686_a,shouldAllowInChat
func_150695_a,serializeChatStyle
func_150696_a,componentToJson
func_150699_a,jsonToComponent
func_150701_a,getAction
func_150702_b,getValue
func_150707_a,setEnchantable
func_150708_a,getItemStack
func_150709_a,setMaxDamagePercent
func_150718_a,closeChannel
func_150719_a,setNetHandler
func_150721_g,disableAutoRead
func_150722_a,provideLocalClient
func_150723_a,setConnectionState
func_150724_d,isChannelOpen
func_150727_a,enableEncryption
func_150729_e,getNetHandler
func_150730_f,getExitMessage
func_150731_c,isLocalChannel
func_150732_b,dispatchPacket
func_150733_h,flushOutboundQueue
func_150752_a,getFromPacket
func_150759_c,getId
func_150760_a,getById
func_150775_a,attenuate
func_150786_a,writeNBTTagCompoundToBuffer
func_150787_b,writeVarIntToBuffer
func_150788_a,writeItemStackToBuffer
func_150789_c,readStringFromBuffer
func_150790_a,getVarIntSize
func_150791_c,readItemStackFromBuffer
func_150792_a,readVarIntFromBuffer
func_150793_b,readNBTTagCompoundFromBuffer
func_150802_k,isPopulated
func_150803_c,recheckGaps
func_150808_b,getBlockLightOpacity
func_150810_a,getBlock0
func_150813_a,addTileEntity
func_150819_a,getBlockByExtId
func_150826_b,translateToFallback
func_150827_a,getLastTranslationUpdateTimeInMilliseconds
func_150835_j,getBlockTileEntity
func_150869_b,matchEntitiesToChatComponent
func_150871_b,increaseStat
func_150873_a,unlockAchievement
func_150880_a,dumpJson
func_150881_a,parseJson
func_150882_a,readStatFile
func_150883_b,saveStatFile
func_150884_b,sendAchievements
func_150891_b,getIdFromItem
func_150892_m,isPotionIngredient
func_150893_a,getStrVsBlock
func_150895_a,getSubItems
func_150896_i,getPotionEffect
func_150897_b,canHarvestBlock
func_150898_a,getItemFromBlock
func_150899_d,getItemById
func_150900_l,registerItems
func_150902_a,addExplosionInfo
func_150903_a,getExplosionTag
func_150905_g,getHealAmount
func_150906_h,getSaturationModifier
func_150910_a,fillBucket
func_150911_c,createMapDataPacket
func_150912_a,loadMapData
func_150913_i,getToolMaterial
func_150926_b,getRecord
func_150927_i,getRecordNameLocal
func_150930_a,isNBTValid
func_150931_i,getDamageVsEntity
func_150932_j,getToolMaterialName
func_150943_a,setSubtypeNames
func_150951_e,getStatName
func_150952_k,getCriteria
func_150955_j,createChatComponent
func_150967_d,getUncookedSaturationModifier
func_150970_e,getCookedHealAmount
func_150972_b,getUnlocalizedName
func_150973_i,canCook
func_150974_a,byMetadata
func_150975_c,getUncookedHealAmount
func_150976_a,getMetadata
func_150977_f,getCookedSaturationModifier
func_150978_a,byItemStack
func_150995_f,getRepairItem
func_150996_a,setItem
func_150997_a,getStrVsBlock
func_150998_b,canHarvestBlock
func_151000_E,getChatComponent
func_151001_c,setStackDisplayName
func_151003_a,getSerializableElement
func_151176_b,getStatEntityKilledBy
func_151177_a,getOneShotStat
func_151178_a,init
func_151179_e,initItemDepleteStats
func_151180_a,mergeStatBases
func_151181_c,initMiningStats
func_151182_a,getStatKillEntity
func_151187_b,getJsonSerializableValue
func_151188_a,setIntegerValue
func_151189_a,getIntegerValue
func_151190_a,setJsonSerializableValue
func_151200_h,getString
func_151201_f,isJsonPrimitive
func_151202_d,isJsonArray
func_151203_m,getInt
func_151204_g,hasField
func_151205_a,isString
func_151206_a,getString
func_151207_m,getJsonArray
func_151208_a,getInt
func_151209_a,getBoolean
func_151210_l,getJsonObject
func_151211_a,isString
func_151212_i,getBoolean
func_151213_a,getJsonArray
func_151214_t,getJsonArray
func_151215_f,getInt
func_151216_b,getBoolean
func_151217_k,getFloat
func_151218_a,getJsonObject
func_151219_a,getString
func_151220_d,getFloat
func_151221_a,getFloat
func_151222_d,toString
func_151225_a,post
func_151226_a,postMap
func_151229_a,createNetCipherInstance
func_151235_d,isPowerOfTwo
func_151236_b,roundUpToPowerOfTwo
func_151237_a,clamp_double
func_151238_b,denormalizeClamp
func_151239_c,calculateLogBaseTwo
func_151240_a,randomFloatClamp
func_151241_e,calculateLogBaseTwoDeBruijn
func_151243_f,getIconItemDamage
func_151244_d,getIconItemStack
func_151246_b,isNullOrEmpty
func_151247_a,sendToAllTrackingEntity
func_151251_a,sendToAllPlayersWatchingChunk
func_151252_a,sendTileToAllPlayersWatchingChunk
func_151253_a,flagChunkForUpdate
func_151255_a,getStringBuffer
func_151256_a,writeAndFlush
func_151259_a,sendPacketToTrackedPlayers
func_151260_c,createSpawnPacket
func_151265_a,addLanEndpoint
func_151267_d,getServer
func_151268_b,terminateEndpoints
func_151269_c,networkTick
func_151270_a,addLocalEndpoint
func_151303_a,getName
func_151304_b,getProtocol
func_151315_a,setServerDescription
func_151316_d,getFavicon
func_151317_a,getServerDescription
func_151318_b,getPlayerCountData
func_151319_a,setPlayerCountData
func_151320_a,setFavicon
func_151321_a,setProtocolVersionInfo
func_151322_c,getProtocolVersionInfo
func_151330_a,setPlayers
func_151331_c,getPlayers
func_151332_a,getMaxPlayers
func_151333_b,getOnlinePlayerCount
func_151337_f,getBlock
func_151338_e,getEventParameter
func_151339_d,getEventID
func_151351_a,getBlock
func_151353_a,registerDispenserBehaviors
func_151354_b,register
func_151357_h,showWorldInfoNotice
func_151358_j,setNotificationData
func_151359_c,getTranslatedInfo
func_151367_b,onUserHurt
func_151368_a,onEntityDamaged
func_151384_a,applyThornEnchantments
func_151385_b,applyArthropodEnchantments
func_151386_g,getLuckOfSeaModifier
func_151387_h,getLureModifier
func_151390_b,readFromBuf
func_151391_a,writeToBuf
func_151392_a,addPlayerToTeam
func_151393_a,addSmeltingRecipeForBlock
func_151394_a,addSmeltingRecipe
func_151395_a,getSmeltingResult
func_151396_a,addSmelting
func_151397_a,compareItemStacks
func_151398_b,getSmeltingExperience
func_151426_a,getEnumChatVisibility
func_151428_a,getChatVisibility
func_151429_b,getResourceKey
func_151438_a,getSoundLevel
func_151439_a,setSoundLevel
func_151440_a,setOptionKeyBinding
func_151461_a,getChatComponent
func_151462_b,setKeyCode
func_151463_i,getKeyCode
func_151464_g,getKeyDescription
func_151466_e,getKeyCategory
func_151467_c,getKeybinds
func_151468_f,isPressed
func_151469_h,getKeyCodeDefault
func_151470_d,isKeyDown
func_151475_a,setAttributeModifiers
func_151498_a,isStairOrSlab
func_151499_f,getEatingGrassTimer
func_151507_a,writeWatchedListToPacketBuffer
func_151508_b,readWatchedListFromPacketBuffer
func_151509_a,writeTo
func_151510_a,writeWatchableObjectToPacketBuffer
func_151517_h,isDamageAbsolute
func_151518_m,setDamageIsAbsolute
func_151519_b,getDeathMessage
func_151521_b,getDeathMessage
func_151522_h,getDamageSrcDisplayName
func_151523_a,getDifficultyEnum
func_151525_a,getDifficultyId
func_151526_b,getDifficultyResourceKey
func_151535_h,toNBTTagIntArray
func_151536_b,getLayerMaterialBlock
func_151555_a,getMetadataWithOffset
func_151565_r,getMaterialMapColor
func_151616_a,biomesEqualOrMesaPlateau
func_151617_b,selectModeOrRandom
func_151618_b,isBiomeOceanic
func_151619_a,selectRandom
func_151624_d,getIntsHeatIce
func_151625_e,getIntsSpecial
func_151626_c,getIntsCoolWarm
func_151634_b,canBiomesBeNeighbors
func_151635_b,replaceBiomeEdge
func_151636_a,replaceBiomeEdgeIfNecessary
func_151643_b,getMapColor
func_151685_b,getRepairItem
func_151686_a,addStats
func_152104_k,isEmpty
func_152105_l,isFull
func_152106_a,setPlayerProfile
func_152107_a,setType
func_152108_a,getPlayerProfile
func_152109_d,updatePlayerProfile
func_152111_bt,sendEnterCombat
func_152112_bu,sendEndCombat
func_152113_b,getOwnerId
func_152114_e,isOwner
func_152115_b,setOwnerId
func_152116_bZ,isChickenJockey
func_152117_i,setChickenJockey
func_152119_ch,getOwnerId
func_152120_b,setOwnerId
func_152122_n,hasPlayerInfo
func_152123_o,hasSkin
func_152125_a,drawScaledCustomSizeModalRect
func_152129_a,makeDeleteWorldYesNo
func_152339_d,removeEntity
func_152340_a,readImageToBuffer
func_152342_ad,getSkinManager
func_152343_a,addScheduledTask
func_152344_a,addScheduledTask
func_152345_ab,isCallingFromMinecraftThread
func_152346_Z,getTwitchStream
func_152347_ac,getSessionService
func_152348_aa,dispatchKeypresses
func_152349_b,isUnicode
func_152357_F,getGameProfiles
func_152358_ax,getPlayerProfileCache
func_152359_aw,getGameProfileRepository
func_152361_a,setConfigManager
func_152368_aE,convertFiles
func_152369_aG,sleepFiveSeconds
func_152372_a,notifyOperators
func_152373_a,notifyOperators
func_152374_a,notifyOperators
func_152376_a,calcDamageByCreature
func_152377_a,getModifierForCreature
func_152378_a,getPlayerEntityByUUID
func_152379_p,getRenderDistanceChunks
func_152421_a,setSessionType
func_152428_f,getSessionType
func_152430_c,renderStreamIndicator
func_152433_a,loadTextureFromServer
func_152436_a,render
func_152437_a,render
func_152439_a,updateStreamAlpha
func_152446_a,read
func_152447_a,readType
func_152448_b,readKey
func_152449_a,readNBT
func_152450_a,read
func_152456_a,read
func_152459_a,readGameProfileFromNBT
func_152506_a,getOfflineProfile
func_152583_a,copyFrom
func_152584_a,setResourceMode
func_152586_b,getResourceMode
func_152589_a,getMotd
func_152596_g,canSendCommands
func_152597_c,removePlayerFromWhitelist
func_152598_l,getWhitelistedPlayerNames
func_152599_k,getWhitelistedPlayers
func_152600_g,getAllProfiles
func_152601_d,addWhitelistedPlayer
func_152602_a,getPlayerStatsFile
func_152603_m,getOppedPlayers
func_152604_a,setGameType
func_152605_a,addOp
func_152606_n,getOppedPlayerNames
func_152607_e,canJoin
func_152608_h,getBannedPlayers
func_152610_b,removeOp
func_152611_a,setViewDistance
func_152612_a,getPlayerByUsername
func_152617_w,saveUserBanList
func_152618_v,saveIpBanList
func_152619_x,loadIpBanList
func_152620_y,loadUserBansList
func_152621_a,hasPlayerInstance
func_152622_a,setPlayerViewRadius
func_152634_a,skinAvailable
func_152640_f,getValue
func_152641_a,onSerialization
func_152643_b,constructProfile
func_152644_a,getPermissionLevel
func_152646_b,gameProfileFromJsonObject
func_152647_b,getIPFromJson
func_152648_b,toGameProfile
func_152649_a,addEntry
func_152650_a,getGameProfile
func_152651_a,addEntry
func_152652_a,getProfileByUUID
func_152653_b,getByUUID
func_152654_a,getUsernames
func_152655_a,getGameProfileForUsername
func_152656_a,getEntriesWithLimit
func_152657_b,load
func_152658_c,save
func_152668_a,getGameProfile
func_152670_b,getExpirationDate
func_152678_f,writeChanges
func_152679_g,readSavedFile
func_152680_h,removeExpired
func_152681_a,getObjectKey
func_152682_a,createEntry
func_152683_b,getEntry
func_152684_c,removeEntry
func_152685_a,getKeys
func_152686_a,setLanServer
func_152687_a,addEntry
func_152688_e,getValues
func_152689_b,isLanServer
func_152690_d,isEmpty
func_152691_c,getSaveFile
func_152692_d,hasEntry
func_152700_a,getGameProfileFromName
func_152702_a,isBanned
func_152703_a,isUsernameBanned
func_152705_a,isWhitelisted
func_152706_a,getBannedProfile
func_152707_c,addressToString
func_152708_a,isBanned
func_152709_b,getBanEntry
func_152710_d,convertWhitelist
func_152711_b,mkdir
func_152712_b,hasUnconvertableFiles
func_152713_b,parseDate
func_152714_a,tryConvert
func_152715_c,hasUnconvertablePlayerFiles
func_152717_a,lookupNames
func_152718_c,convertOplist
func_152719_a,getStringUUIDFromName
func_152721_a,readFile
func_152722_b,convertIpBanlist
func_152723_a,convertSaveFiles
func_152724_a,convertUserBanlist
func_152725_d,getPlayersDirectory
func_152727_c,backupConverted
func_152753_a,fromJson
func_152754_s,getJsonObject
func_152755_a,get
func_152764_a,parsePass
func_152765_a,parseGroup
func_152766_h,addOSData
func_152767_b,addStatToSnooper
func_152768_a,addClientStat
func_152780_c,getInputStreamAssets
func_152782_a,getResourceMap
func_152788_a,loadSkinFromCache
func_152789_a,loadSkin
func_152790_a,loadProfileTextures
func_152792_a,loadSkin
func_152805_a,getPackDescription
func_152816_j,getStreamInfo
func_152819_E,stopBroadcasting
func_152820_d,logError
func_152824_a,setIngestServer
func_152825_o,isIngestTesting
func_152826_z,getPixelFormat
func_152829_a,setRecordingDeviceVolume
func_152830_D,requestCommercial
func_152832_e,logWarning
func_152833_s,getIngestServer
func_152837_b,setPlaybackDeviceVolume
func_152839_p,isBroadcastPaused
func_152841_a,setBroadcastListener
func_152843_l,getChannelInfo
func_152844_x,getStreamTime
func_152846_a,captureFramebuffer
func_152850_m,isBroadcasting
func_152852_P,getErrorCode
func_152855_t,getIngestList
func_152856_w,isReady
func_152857_n,isReadyToBroadcast
func_152859_b,submitStreamFrame
func_152910_a,muteMicrophone
func_152914_u,stopBroadcasting
func_152915_s,updateStreamVolume
func_152916_q,pause
func_152919_o,isPaused
func_152923_i,shutdownStream
func_152924_m,isReadyToBroadcast
func_152931_p,requestCommercial
func_152933_r,unpause
func_152934_n,isBroadcasting
func_152946_b,formatStreamKbps
func_152947_c,formatStreamBps
func_152948_a,formatStreamFps
func_153157_c,glGetShaderi
func_153158_d,glGetShaderInfoLog
func_153159_d,glUniform4
func_153160_c,glUniformMatrix4
func_153161_d,glUseProgram
func_153162_d,glUniform4
func_153163_f,glUniform1i
func_153164_b,glGetAttribLocation
func_153165_e,glGenFramebuffers
func_153166_e,glGetProgramInfoLog
func_153167_i,glCheckFramebufferStatus
func_153168_a,glUniform1
func_153169_a,glShaderSource
func_153170_c,glCompileShader
func_153171_g,glBindFramebuffer
func_153172_c,getLogText
func_153173_a,glUniformMatrix2
func_153174_h,glDeleteFramebuffers
func_153175_a,glGetProgrami
func_153176_h,glBindRenderbuffer
func_153177_b,glUniform2
func_153178_b,glAttachShader
func_153179_f,glLinkProgram
func_153180_a,glDeleteShader
func_153181_a,glUniform1
func_153182_b,glUniform2
func_153183_d,glCreateProgram
func_153184_g,glDeleteRenderbuffers
func_153185_f,glGenRenderbuffers
func_153186_a,glRenderbufferStorage
func_153187_e,glDeleteProgram
func_153188_a,glFramebufferTexture2D
func_153189_b,glUniformMatrix3
func_153190_b,glFramebufferRenderbuffer
func_153191_c,glUniform3
func_153192_c,glUniform3
func_153193_b,areShadersSupported
func_153194_a,glGetUniformLocation
func_153195_b,glCreateShader
func_154311_a,setText
func_154313_b,setEnabled
func_154314_d,getId
func_154315_e,getEnabled
func_154316_f,getPositionY
func_154317_g,getRealmsButton
func_154331_x,getLastActiveTime
func_154333_a,getName
func_154334_a,isConvertible
func_154335_d,isNewLevelIdAcceptable
func_154336_c,getSizeOnDisk
func_154337_m,getMouseX
func_154338_k,getWidth
func_154339_l,getMouseY
func_154346_a,hasAcceptedEULA
func_154347_a,loadEULAFile
func_154348_b,createEULAFile
func_154354_b,roundUp
func_174791_d,getPositionVector
func_174792_t_,sendCommandFeedback
func_174793_f,getCommandSenderEntity
func_174794_a,setCommandStat
func_174805_g,setAlwaysRenderNameTag
func_174806_f,getVectorForRotation
func_174807_aT,getCommandStats
func_174808_Z,createRunningParticles
func_174809_b,isLiquidPresentInAABB
func_174810_b,setSilent
func_174811_aO,getHorizontalFacing
func_174812_G,onKillCommand
func_174813_aQ,getEntityBoundingBox
func_174814_R,isSilent
func_174815_a,applyEnchantments
func_174816_a,verifyExplosion
func_174817_o,setCommandStats
func_174818_b,getDistanceSq
func_174819_aU,getNBTTagCompound
func_174820_d,replaceItemInInventory
func_174821_h,setOutsideBorder
func_174822_a,rayTrace
func_174823_aP,getHoverEvent
func_174824_e,getPositionEyes
func_174825_a,interactAt
func_174826_a,setEntityBoundingBox
func_174827_a,isSpectatedByPlayer
func_174828_a,moveToBlockPosAndAngles
func_174829_m,resetPositionToBB
func_174830_Y,spawnRunningParticles
func_174831_c,getDistanceSqToCenter
func_174832_aS,isOutsideBorder
func_174833_aM,getAlwaysRenderNameTag
func_174834_g,clientUpdateEntityNBT
func_174838_j,getAlpha
func_174846_a,setBlockPos
func_174856_o,updateBoundingBox
func_174857_n,getHangingPosition
func_174859_a,updateFacingWithBoundingBox
func_174862_a,createKnot
func_174863_b,getKnotForPosition
func_174864_a,setDisplayedItemWithUpdate
func_174867_a,setPickupDelay
func_174868_q,setNoPickupDelay
func_174869_p,setDefaultPickupDelay
func_174871_r,setInfinitePickupDelay
func_174872_o,getAge
func_174873_u,setNoDespawn
func_174874_s,cannotPickup
func_174875_k,getGuiID
func_174876_a,createContainer
func_174877_v,getPos
func_174878_a,setPos
func_174880_d,getStats
func_174882_b,executeCommand
func_174884_b,updateGameprofile
func_174885_b,setField
func_174886_c,closeInventory
func_174887_a_,getField
func_174888_l,clear
func_174889_b,openInventory
func_174890_g,getFieldCount
func_174891_i,getLockCode
func_174892_a,setLockCode
func_174893_q_,isLocked
func_174897_t,getDisplayTile
func_174898_m,getMaximumSpeed
func_174903_a,isBurning
func_174904_a,getCookTime
func_174907_n,getBeamSegments
func_174908_m,updateBeacon
func_174911_a,getAdjacentChest
func_174912_b,isChestAt
func_174914_o,mayTransfer
func_174915_a,pullItemFromSlot
func_174916_c,insertStack
func_174917_b,isInventoryEmpty
func_174918_a,putStackInInventoryAllSlots
func_174919_a,isInventoryFull
func_174920_a,canInsertItemInSlot
func_174921_b,canExtractItemFromSlot
func_174922_i,getWidth
func_174923_h,getHeight
func_174925_a,clearMatchingItems
func_174926_d,getOffsetZ
func_174927_b,getPistonState
func_174928_c,getOffsetY
func_174929_b,getOffsetX
func_174930_e,getFacing
func_174935_a,restoreLastBlurMipmap
func_174936_b,setBlurMipmap
func_174937_a,setBlurMipmapDirect
func_174942_a,registerSprite
func_174943_a,loadSprites
func_174944_f,getMissingSprite
func_174951_a,getMissingModel
func_174952_b,getTextureMap
func_174953_a,getModel
func_174954_c,getBlockModelShapes
func_174959_b,notifyLightSet
func_174960_a,markBlockForUpdate
func_174961_a,playRecord
func_174962_a,getViewVector
func_174963_q,generateStars
func_174964_o,generateSky2
func_174965_a,cleanupDamagedBlocks
func_174966_b,makeEntityOutlineShader
func_174967_a,updateChunks
func_174968_a,renderSky
func_174969_t,postRenderDamagedBlocks
func_174970_a,setupTerrain
func_174971_n,updateDestroyBlockIcons
func_174972_a,spawnParticle
func_174974_b,spawnEntityFX
func_174975_c,renderEntityOutlineFramebuffer
func_174976_a,renderSky
func_174977_a,renderBlockLayer
func_174978_c,getVisibleFacings
func_174979_m,setDisplayListEntitiesDirty
func_174980_p,generateSky
func_174981_a,drawBlockDamageTexture
func_174982_a,renderBlockLayer
func_174983_a,isPositionInRenderChunk
func_174984_a,fixTerrainFrustum
func_174985_d,isRenderEntityOutlines
func_174986_e,stopChunkUpdates
func_175016_a,renderBlockBrightness
func_175017_a,getBakedModel
func_175018_a,renderBlock
func_175019_b,getBlockModelRenderer
func_175020_a,renderBlockDamage
func_175021_a,isRenderTypeChest
func_175022_a,getModelFromBlockState
func_175023_a,getBlockModelShapes
func_175029_a,registerBlock
func_175030_a,renderItemOverlays
func_175031_a,registerBlock
func_175032_a,renderQuads
func_175033_a,renderQuad
func_175035_a,renderModel
func_175036_a,renderModel
func_175037_a,getItemModelMesher
func_175038_a,putQuadNormal
func_175039_a,isNotRenderingEffectsInGUI
func_175040_a,renderItemModelTransform
func_175041_b,registerItems
func_175042_a,renderItemIntoGUI
func_175045_a,renderModel
func_175046_c,preTransform
func_175047_a,registerItem
func_175048_a,registerItem
func_175049_a,renderItemModelForEntity
func_175050_a,shouldRenderItemIn3D
func_175063_a,drawStringWithShadow
func_175064_b,getColorCode
func_175065_a,drawString
func_175066_a,loadEntityShader
func_175067_i,renderWorldDirections
func_175068_a,renderWorldPass
func_175069_a,loadShader
func_175070_n,isDrawBlockOutline
func_175071_c,switchUseShader
func_175072_h,disableLightmap
func_175085_a,getSoundMap
func_175086_a,handleResourcePackStatus
func_175087_a,handleAnimation
func_175088_a,handleSpectate
func_175089_a,setPlayerLocation
func_175093_a,handleWorldBorder
func_175094_a,handleCamera
func_175095_a,handleResourcePack
func_175096_a,handlePlayerListHeaderFooter
func_175097_a,handleEntityNBT
func_175098_a,handleCombatEvent
func_175099_a,handleTitle
func_175100_a,handleSetCompressionLevel
func_175101_a,handleServerDifficulty
func_175102_a,getPlayerInfo
func_175104_a,getPlayerInfo
func_175105_e,getGameProfile
func_175106_d,getPlayerInfoMap
func_175108_a,triggerNote
func_175109_g,initializeBannerData
func_175110_d,getColorList
func_175111_b,getBaseColor
func_175112_a,setItemValues
func_175113_c,getPatterns
func_175114_c,getPatternList
func_175115_b,getBaseColor
func_175116_e,getPatternResourceLocation
func_175117_e,removeBannerData
func_175124_c,getCommandResultStats
func_175131_l,getBlock
func_175133_bi,resetPotionEffectMetadata
func_175134_bD,getJumpUpwardsMotion
func_175135_B,updatePotionMetadata
func_175136_bO,markPotionsDirty
func_175138_ci,getXPSeed
func_175140_cp,hasReducedDebug
func_175141_a,openEditSign
func_175142_cm,isAllowEdit
func_175143_p,isInBed
func_175144_cb,isUser
func_175146_a,canOpen
func_175147_b,getOfflineUUID
func_175148_a,isWearing
func_175149_v,isSpectator
func_175150_k,setReducedDebug
func_175151_a,canPlayerEdit
func_175154_l,getSkinType
func_175155_b,getPlayerInfo
func_175156_o,getFovModifier
func_175158_f,setClientBrand
func_175159_q,closeScreenAndDropStack
func_175160_A,isCurrentViewEntity
func_175161_p,onUpdateWalkingPlayer
func_175162_d,isOpenBlockSpace
func_175163_u,sendHorseInventory
func_175173_a,sendAllWindowProperties
func_175174_a,drawTexturedModalRect
func_175175_a,drawTexturedModalRect
func_175176_b,renderExpBar
func_175177_a,setDefaultTitlesTimes
func_175178_a,displayTitle
func_175179_f,getFontRenderer
func_175180_a,renderGameOverlay
func_175181_h,getTabList
func_175183_b,showCrosshair
func_175184_a,renderHotbarItem
func_175185_b,renderDemo
func_175186_a,renderHorseJumpBar
func_175187_g,getSpectatorGui
func_175188_a,setRecordPlaying
func_175203_a,setCentered
func_175205_a,setValidator
func_175206_d,getId
func_175211_a,setWidth
func_175213_c,buildDisplayString
func_175221_e,getDisplayString
func_175232_g,getHeight
func_175236_d,isReducedDebug
func_175237_a,renderDebugInfo
func_175238_c,getDebugInfoRight
func_175239_b,renderDebugInfoRight
func_175240_a,bytesToMb
func_175243_a,getPlayerName
func_175244_b,setHeader
func_175245_a,drawPing
func_175246_a,updatePlayerList
func_175247_a,drawScoreboardValues
func_175248_a,setFooter
func_175249_a,renderPlayerlist
func_175263_a,renderSelectedItem
func_175264_a,renderTooltip
func_175272_a,handleComponentHover
func_175273_b,onResize
func_175274_a,setText
func_175275_f,sendChatMessage
func_175276_a,handleComponentClick
func_175277_d,isKeyComboCtrlX
func_175278_g,isKeyComboCtrlA
func_175279_e,isKeyComboCtrlV
func_175280_f,isKeyComboCtrlC
func_175281_b,sendChatMessage
func_175282_a,openWebLink
func_175283_s,isAltKeyDown
func_175288_g,markChanged
func_175299_g,canSelectCurWorldType
func_175318_a,getText
func_175320_a,onTick
func_175378_g,updateActivePotionEffects
func_175381_h,getCookProgressScaled
func_175382_i,getBurnLeftScaled
func_175396_E,getTabListDisplayName
func_175397_a,loadResourcePack
func_175398_C,getSpectatingEntity
func_175399_e,setSpectatingEntity
func_175400_cq,canPlayersAttack
func_175402_q,getShowArms
func_175403_w,getLeftLegRotation
func_175404_u,getLeftArmRotation
func_175405_c,setLeftArmRotation
func_175406_a,damageArmorStand
func_175407_x,getRightLegRotation
func_175408_t,getBodyRotation
func_175409_C,dropContents
func_175410_n,isSmall
func_175411_v,getRightArmRotation
func_175412_z,playParticles
func_175413_k,setShowArms
func_175414_r,hasNoBasePlate
func_175415_a,setHeadRotation
func_175416_h,writePoseToNBT
func_175417_e,setLeftLegRotation
func_175418_s,getHeadRotation
func_175419_y,readPoseFromNBT
func_175420_a,setSmall
func_175421_A,dropBlock
func_175423_p,hasNoGravity
func_175424_b,setBodyRotation
func_175425_j,setNoGravity
func_175426_l,setNoBasePlate
func_175427_f,setRightLegRotation
func_175428_d,setRightArmRotation
func_175445_a,updateEquipmentIfNeeded
func_175446_cd,isAIDisabled
func_175447_b,getNewNavigator
func_175449_a,setHomePosAndDistance
func_175453_cd,getFireballStrength
func_175454_a,setAttacking
func_175456_n,applyEntityAI
func_175457_ck,isAngry
func_175461_cl,isElder
func_175463_b,setTargetedEntity
func_175465_cm,setElder
func_175466_co,getTargetedEntity
func_175467_a,setElder
func_175468_a,isSyncedFlagSet
func_175473_a,setSyncedFlag
func_175474_cn,hasTargetedEntity
func_175489_ck,getHeldBlockState
func_175490_a,setHeldBlockState
func_175495_n,isSpawnedByPlayer
func_175496_a,setSpawnedByPlayer
func_175499_a,generatePortal
func_175500_n,onGrowingAdult
func_175505_a,consumeItemFromStack
func_175509_cj,getFleeceColor
func_175510_a,getRandomSheepColor
func_175511_a,getDyeColorMixFromParents
func_175512_b,setFleeceColor
func_175513_a,getDyeRgb
func_175515_b,setMovementSpeed
func_175516_ck,getJumpingSound
func_175519_a,setJumping
func_175522_a,setMoveType
func_175524_b,doMovementAction
func_175525_a,isRabbitBreedingItem
func_175528_cn,createEatingParticles
func_175529_r,setRabbitType
func_175530_ct,updateMoveTypeDuration
func_175531_cl,getRabbitType
func_175532_cm,getMoveTypeDuration
func_175533_a,calculateRotationYaw
func_175534_cv,isCarrotEaten
func_175544_ck,setupTamedAI
func_175546_cu,getCollarColor
func_175547_a,setCollarColor
func_175549_o,setIsWillingToMate
func_175550_n,getIsWillingToMate
func_175551_co,getVillagerInventory
func_175552_ct,setAdditionalAItasks
func_175554_cu,populateBuyingList
func_175555_cq,canAbondonItems
func_175556_cs,isFarmItemInInventory
func_175558_a,canVillagerPickupItem
func_175559_s,hasEnoughItems
func_175569_a,isDateAroundHalloween
func_175570_h,getInstance
func_175571_m,shouldTrackOutput
func_175572_n,getCommandResultStats
func_175573_a,setTrackOutput
func_175574_a,tryOpenEditCommandBlock
func_175576_a,getEntityFromUuid
func_175577_aI,getNetworkCompressionTreshold
func_175578_N,isAnvilFileSet
func_175579_a,isBlockProtected
func_175580_aG,getMaxWorldSize
func_175581_ab,getResourcePackHash
func_175582_h,createNewCommandManager
func_175583_aK,getServerThread
func_175584_a,setResourcePackFromWorld
func_175585_v,setInstance
func_175586_a,callFromMainThread
func_175587_aJ,getCurrentTime
func_175592_a,setStaticInstance
func_175593_aQ,getMaxTickTime
func_175594_ao,setWindowIcon
func_175595_al,initStream
func_175596_ai,getSessionInfo
func_175597_ag,getItemRenderer
func_175598_ae,getRenderManager
func_175599_af,getRenderItem
func_175600_c,getVersion
func_175601_h,updateDisplay
func_175602_ab,getBlockRendererDispatcher
func_175603_A,scheduleResourcesRefresh
func_175604_i,checkWindowResize
func_175605_an,setInitialDisplayMode
func_175606_aa,getRenderViewEntity
func_175607_a,setRenderViewEntity
func_175608_ak,registerMetadataSerializers
func_175609_am,createDisplay
func_175610_ah,getDebugFPS
func_175623_d,isAirBlock
func_175624_G,getWorldType
func_175625_s,getTileEntity
func_175626_b,getCombinedLight
func_175627_a,getStrongPower
func_175628_b,getLightFor
func_175629_a,getLightForExt
func_175630_e,getPositionIndex
func_175631_c,getBlockStateRaw
func_175636_b,isAnyPlayerWithinRangeAt
func_175637_a,forceBlockUpdateTick
func_175638_a,getRawLight
func_175639_b,isAreaLoaded
func_175640_z,isBlockPowered
func_175641_c,addBlockEvent
func_175642_b,getLightFor
func_175643_b,init
func_175644_a,getEntities
func_175645_m,getHeight
func_175646_b,markChunkDirty
func_175647_a,getEntitiesWithinAABB
func_175648_a,isAreaLoaded
func_175649_E,getDifficultyForLocation
func_175650_b,loadEntities
func_175651_c,getRedstonePower
func_175652_B,setSpawnPoint
func_175653_a,setLightFor
func_175654_a,updateBlockTick
func_175655_b,destroyBlock
func_175656_a,setBlockState
func_175657_ab,getSkylightSubtracted
func_175658_ac,getLastLightningBolt
func_175659_aa,getDifficulty
func_175660_a,isBlockModifiable
func_175661_b,getPlayers
